DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9
1022_1240197,0.9999803,0.93982404,0.88420206,0.7434664,0.5887165,0.48120522,0.5883704,0.43535247,0.3422838,0.30870298
1022_1659819,0.9999803,0.9600857,0.79648393,0.6279666,0.31913748,0.24620852,0.18743983,0.06817646,0.031545546,0.03182915
1022_949163,0.9999803,0.9322389,0.91141206,0.9689643,0.8411714,0.737008,0.3134549,0.18731664,0.0893731,0.0933046
1024_909252,0.99998045,0.9274827,0.8280721,0.5954008,0.33871377,0.20295061,0.11187061,0.099836595,0.07539383,0.080316134
1024_1331037,0.99998045,0.9419616,0.9302201,0.85530794,0.7026923,0.48870337,0.26039863,0.22657633,0.18520878,0.0810415
1024_949177,0.99998045,0.9786513,0.75933087,0.6789732,0.7030838,0.6089024,0.55082506,0.4487327,0.35903665,0.27671343
1024_907281,0.99998045,0.938928,0.5692313,0.2631308,0.11559202,0.0921471,0.04774535,0.09692426,0.07083503,0.06873777
1024_1240215,0.99998045,0.9474571,0.74737054,0.5898417,0.4549268,0.35927448,0.32500872,0.30736047,0.26113853,0.23912504
1024_908448,0.99998045,0.9260388,0.63661754,0.3274051,0.2584945,0.20829585,0.1474257,0.12178961,0.093690515,0.0741503
1024_909751,0.99998045,0.9728688,0.65321165,0.3711568,0.37089792,0.29929516,0.20920448,0.19750881,0.19729571,0.08363511
1026_930298,0.9999663,0.9296985,0.8648664,0.5789921,0.523642,0.3343537,0.25691727,0.24282378,0.20949033,0.22285007
1026_907055,0.9999663,0.933479,0.79465175,0.5326058,0.42992383,0.28684106,0.17309608,0.16241275,0.14511591,0.14989123
1026_1240161,0.9999663,0.9294451,0.73312616,0.52710485,0.43637234,0.2835646,0.15646386,0.16251127,0.14221606,0.13631028
1031_687983,0.9999764,0.94188976,0.89291316,0.7676764,0.5752262,0.48034608,0.20262857,0.16020377,0.055986196,0.0626819
1031_1240144,0.9999764,0.94353884,0.7865678,0.8312547,0.77682596,0.5546019,0.47048008,0.24960668,0.112017855,0.14936586
1031_907176,0.9999764,0.96208644,0.785228,0.7969006,0.82509017,0.5055922,0.2382438,0.24661654,0.047334824,0.08291494
1031_910689,0.9999764,0.93422294,0.9183837,0.9097926,0.8835887,0.77994525,0.63050485,0.43775356,0.33140337,0.2674057
1031_1480374,0.9999764,0.96436274,0.93098384,0.95779055,0.87727547,0.85506046,0.68290246,0.4989645,0.37280422,0.36902446
1057_1479987,0.99998224,0.9381168,0.9070135,0.7747861,0.62395525,0.4923929,0.40259925,0.3032536,0.2749363,0.22723225
1057_1290768,0.99998224,0.92770135,0.8457562,0.831817,0.7667463,0.5613838,0.41443846,0.3384958,0.34046444,0.29574478
1057_906835,0.99998224,0.94819725,0.8435766,0.7860818,0.8547901,0.7347319,0.49450627,0.41624042,0.2896528,0.265962
1057_907268,0.99998224,0.93608356,0.97000885,0.9039055,0.93161887,0.88690966,0.67095435,0.3921134,0.33089784,0.29637992
1057_909905,0.99998224,0.9480107,0.90302944,0.81374234,0.7416457,0.5586962,0.3870108,0.3125476,0.21819402,0.21501687
1057_910568,0.99998224,0.95769024,0.8483006,0.791347,0.57685566,0.4337256,0.34526783,0.26150662,0.221805,0.17230904
1058_753600,0.9999736,0.93843484,0.9294391,0.9066936,0.7762673,0.6383994,0.6070149,0.44638345,0.34710702,0.3167975
1058_753614,0.9999736,0.9371272,0.9421317,0.88478506,0.9329758,0.6646845,0.5067497,0.427144,0.2592347,0.21638048
1058_906856,0.9999736,0.938879,0.84257275,0.7679116,0.64016014,0.5701937,0.52767706,0.38604376,0.33164075,0.36227128
1058_909696,0.9999736,0.93590504,0.8307729,0.62787604,0.58266133,0.42083797,0.32914266,0.29253304,0.24201988,0.23908883
1059_949088,0.9999746,0.95258373,0.94006246,0.83301365,0.6073706,0.5033036,0.3295408,0.26732454,0.19878906,0.16375165
1059_908483,0.9999746,0.98396015,0.9405466,0.8948953,0.76965165,0.70727164,0.6386492,0.4728986,0.383306,0.3358702
1059_909703,0.9999746,0.9387258,0.95392066,0.75350916,0.5960345,0.47700268,0.29431748,0.12538263,0.094105996,0.09115313
1059_906800,0.9999746,0.93788254,0.9269851,0.7479359,0.59961283,0.49700028,0.30822653,0.123859204,0.087434076,0.08837323
1149_908448,0.99998385,0.9388488,0.93668616,0.9165842,0.77168703,0.28737536,0.11323698,0.0858387,0.067226045,0.07409419
1149_949179,0.99998385,0.9492638,0.9413336,0.87255645,0.79096115,0.78882074,0.48436934,0.231574,0.15476798,0.11862835
1149_908452,0.99998385,0.925761,0.7995798,0.80772924,0.5322624,0.4607656,0.36013395,0.25756195,0.23813906,0.21034825
1149_906798,0.99998385,0.9730302,0.82767564,0.9575893,0.8921799,0.723824,0.35746595,0.23776938,0.14182077,0.09141258
1149_1330993,0.99998385,0.93501306,0.9358626,0.5657041,0.27094567,0.21031569,0.11286293,0.20276633,0.13434236,0.09812141
1149_1503364,0.99998385,0.9395942,0.93931526,0.70967233,0.76889,0.5965717,0.4050305,0.34948474,0.32238948,0.27748805
1149_907287,0.99998385,0.9576019,0.93637174,0.8628532,0.6695193,0.53099287,0.37863892,0.38356352,0.35798258,0.34054992
1149_1299061,0.99998385,0.93324465,0.89881295,0.93184435,0.84793836,0.6029108,0.31728485,0.23309903,0.1579506,0.14535916
1149_753551,0.99998385,0.9249784,0.9559132,0.9103266,0.91348296,0.8011038,0.49915722,0.3826894,0.35699952,0.33599597
1149_905937,0.99998385,0.95417196,0.79978645,0.6944885,0.4731687,0.19427201,0.119077966,0.14321701,0.12334797,0.06930792
