DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9
167_908159,0.99999976,0.97161615,0.9100371,0.7740426,0.61704844,0.51061803,0.21575798,0.13546385,0.095268525,0.09589249
83_910906,0.99999976,0.9724945,0.87280804,0.7191293,0.61434555,0.49838462,0.30935085,0.20148939,0.09247679,0.08902413
9_1331048,0.99999976,0.974854,0.9400854,0.83227175,0.68231165,0.51585406,0.4547931,0.32241222,0.20467155,0.17138425
1149_907057,0.99999976,0.9739142,0.91118604,0.73937094,0.49185985,0.50776196,0.2167952,0.16136114,0.138014,0.13716073
53_946353,0.99999976,0.97062206,0.89352703,0.7931306,0.6059577,0.47556996,0.27649638,0.17916033,0.15735884,0.16944487
275_906870,0.99999976,0.9709159,0.8420764,0.71974117,0.5008924,0.3490732,0.22450578,0.16663812,0.12949558,0.1289853
1149_908126,0.99999976,0.9755718,0.90242875,0.813852,0.68332666,0.4479742,0.28854522,0.21370424,0.14431024,0.12021727
157_907299,0.99999976,0.9727813,0.89982337,0.80118746,0.65843385,0.48790142,0.33494255,0.19760971,0.115205154,0.09904091
268_907053,0.99999976,0.9709626,0.91811025,0.80469203,0.7228705,0.5440941,0.29927045,0.15798666,0.07716605,0.056550052
167_908131,0.99999976,0.9763918,0.9365072,0.7900183,0.7475727,0.74957734,0.5253697,0.2650395,0.15156095,0.13585867
165_909731,0.99999976,0.9800844,0.91531396,0.7384059,0.5426651,0.4627763,0.29580432,0.2739377,0.14809288,0.120925546
170_908476,0.99999976,0.9703923,0.8988797,0.87688905,0.6654083,0.4955602,0.3881245,0.24504802,0.10977631,0.16320464
170_1298141,0.99999976,0.9756776,0.90121114,0.7959777,0.630944,0.55001,0.46512017,0.31578115,0.23318866,0.20315562
308_906693,0.99999976,0.9764528,0.8901364,0.7254191,0.55137116,0.46183446,0.27576694,0.16330388,0.11959733,0.12141369
194_909717,0.99999976,0.98112106,0.9019232,0.8093864,0.7470348,0.5810133,0.4368416,0.3098708,0.22556,0.23055081
305_1331038,0.99999976,0.9770078,0.9196491,0.7465583,0.5260765,0.47394007,0.33712813,0.20538695,0.118618615,0.09315762
1149_753592,0.99999976,0.979686,0.9415048,0.94588286,0.7906971,0.54211676,0.40929207,0.2852492,0.10699727,0.09244704
165_1290908,0.99999976,0.9630091,0.9188553,0.8532001,0.84524417,0.7466211,0.6836873,0.39543942,0.29939854,0.31212208
170_907278,0.99999976,0.9729093,0.90981025,0.7396012,0.47311205,0.19471028,0.07899195,0.052948553,0.0362734,0.041088533
180_1240184,0.99999976,0.97546655,0.8889941,0.78864765,0.6081014,0.6511445,0.41189057,0.45625317,0.3050889,0.31885484
328_906844,0.99999976,0.9726286,0.86803865,0.6677572,0.4746073,0.33873126,0.22842823,0.21824169,0.15232486,0.13947448
272_949174,0.99999976,0.97289866,0.85146356,0.75170714,0.6505834,0.52239436,0.37864372,0.25481245,0.15852608,0.14027758
9_687562,0.99999976,0.9754807,0.9126282,0.80859125,0.634346,0.59742665,0.43690988,0.2369118,0.098304555,0.06815915
252_909742,0.99999976,0.97614163,0.90466696,0.8406348,0.6974538,0.5632847,0.33477718,0.18292747,0.121409915,0.089053296
140_1240150,0.99999976,0.97007537,0.7667682,0.70992655,0.608226,0.5993578,0.4948161,0.35523722,0.31056204,0.34696805
170_910567,0.99999976,0.9730426,0.8912869,0.7970364,0.6998473,0.57223123,0.37723798,0.23345168,0.1830931,0.17655127
163_1330982,0.99999976,0.9711353,0.9248078,0.78859276,0.68455416,0.4364732,0.24972315,0.10754841,0.056116085,0.04346631
273_1247871,0.99999976,0.9760552,0.89763325,0.77894944,0.60658574,0.4227867,0.2743536,0.11434194,0.08976083,0.09385519
136_907281,0.99999976,0.9732419,0.9082276,0.81036174,0.6318662,0.4349403,0.24590917,0.18775368,0.16055126,0.15650526
60_949156,0.99999976,0.9671183,0.9033923,0.7593619,0.7127495,0.50192463,0.32642812,0.2313656,0.14103135,0.14447932
170_910545,0.99999976,0.9748018,0.92322886,0.8396285,0.7081981,0.432613,0.17724942,0.14030184,0.102662474,0.11289322
308_1290808,0.99999976,0.97407275,0.82332677,0.8118277,0.6482386,0.51811415,0.35467502,0.19969863,0.20003404,0.17409119
302_924100,0.99999976,0.96258,0.9092073,0.69429564,0.4684187,0.270633,0.1892962,0.14743455,0.10179444,0.10056164
328_910692,0.99999976,0.9757034,0.9036377,0.81103945,0.61469316,0.48828557,0.3494958,0.2950531,0.16999738,0.14145064
157_1331040,0.99999976,0.9728658,0.8866333,0.7617155,0.590743,0.40920424,0.2466039,0.19394882,0.12618582,0.08994355
35_1299075,0.99999976,0.97132856,0.89960766,0.8947187,0.6853635,0.5004517,0.298421,0.20499323,0.17225546,0.18221895
1003_1330964,0.99999976,0.9750964,0.8615822,0.75975263,0.6036981,0.41011792,0.2729717,0.15916437,0.19289947,0.16515999
180_906790,0.99999976,0.9842125,0.94758373,0.90662736,0.8432186,0.5089062,0.13453501,0.07443194,0.07427854,0.067164086
272_753618,0.99999976,0.97857666,0.9411286,0.81152433,0.6218912,0.3094697,0.20397075,0.13714398,0.059930652,0.0700935
104_907791,0.99999976,0.9694969,0.9287679,0.83502305,0.6991058,0.6080957,0.42027,0.22309771,0.09547224,0.076980926
308_906832,0.99999976,0.9709585,0.9438843,0.86366224,0.70365053,0.6079007,0.4071664,0.2619388,0.15897782,0.1364419
159_1240155,0.99999976,0.9749177,0.9305021,0.8154173,0.56062466,0.53583896,0.31794837,0.24325001,0.1955505,0.20270085
104_924110,0.99999976,0.9665575,0.8886838,0.839543,0.7597472,0.60565287,0.5365063,0.36714315,0.2578494,0.27032557
194_998189,0.99999976,0.9733051,0.8428614,0.7713168,0.58774817,0.42985988,0.32810825,0.16227226,0.07887142,0.09717351
328_909773,0.99999976,0.97674865,0.9191561,0.7780863,0.6061484,0.37696305,0.21350253,0.123368815,0.08366081,0.08210332
180_724868,0.99999976,0.97222865,0.90011346,0.7447398,0.57583654,0.46056354,0.32688665,0.16768083,0.16625865,0.16247317
219_1290768,0.99999976,0.973753,0.7874227,0.77962697,0.6843437,0.5659807,0.42858624,0.22858614,0.1414107,0.12814008
274_1240208,0.99999976,0.9832243,0.96583414,1.0049208,1.0054771,0.92269,0.68935925,0.2884272,0.26362297,0.188623
346_905941,0.99999976,0.9841835,0.93052965,0.87650496,0.76966375,0.6085892,0.40345213,0.2610002,0.2039532,0.16128775
190_749713,0.99999976,0.9862252,0.9214112,0.8084196,0.65319765,0.44396532,0.27913645,0.16935608,0.14169866,0.13882276
1026_906746,0.99999976,0.97916037,0.85014963,0.77940464,0.6024854,0.4891746,0.36576036,0.31516126,0.33588535,0.24063636
272_687829,0.99999976,0.9876792,0.9264933,0.8837273,0.7264321,0.69136614,0.634481,0.4807435,0.22976494,0.22279705
53_910906,0.99999976,0.9724945,0.87280804,0.7191293,0.61434555,0.49838462,0.30935085,0.20148939,0.09247679,0.08902413
87_924247,0.99999976,0.9727759,0.8687182,0.6015293,0.45962757,0.3218452,0.2322658,0.15083556,0.114324875,0.1060784
9_749715,0.99999976,0.9750493,0.8997064,0.87374616,0.6847931,0.5841201,0.39658102,0.28862944,0.18882354,0.17132187
1057_905991,0.99999976,0.9733526,0.8932291,0.75018936,0.6632267,0.4652234,0.29700127,0.15009598,0.11120634,0.110343635
157_1247871,0.99999976,0.9760552,0.89763325,0.77894944,0.60658574,0.4227867,0.2743536,0.11434194,0.08976083,0.09385519
1026_906873,0.99999976,0.97770274,0.89555347,0.8206797,0.61072904,0.53690606,0.35762215,0.2435512,0.14335245,0.15230374
200_905942,0.99999976,0.97031283,0.8982932,0.8432151,0.72989297,0.49360082,0.33008793,0.19025488,0.09620858,0.08980559
273_906693,0.99999976,0.9764528,0.8901364,0.7254191,0.55137116,0.46183446,0.27576694,0.16330388,0.11959733,0.12141369
86_753583,0.99999976,0.9680583,0.91961205,0.8381584,0.7587442,0.68558997,0.5887982,0.31368575,0.17755178,0.17121308
167_908145,0.99999976,0.97704154,0.8731434,0.85913163,0.7004105,0.5871988,0.45264784,0.38629815,0.25666812,0.2645191
276_1290812,0.99999976,0.9761247,0.8726587,0.7807304,0.6986074,0.5336282,0.38077164,0.32932594,0.15163738,0.15586191
276_909252,0.99999976,0.96616733,0.8962257,0.74481267,0.587581,0.43450186,0.28064817,0.124383055,0.0596867,0.041905757
276_909780,0.99999976,0.96902025,0.7713074,0.6704499,0.5754706,0.48861638,0.22986773,0.175669,0.17999938,0.18364146
9_909260,0.99999976,0.9751075,0.92296565,0.8829838,0.77620655,0.60573256,0.3435033,0.20514983,0.101582214,0.083822235
163_753534,0.99999976,0.9759388,0.87543595,0.7300528,0.606356,0.5221986,0.39743674,0.27195442,0.24288079,0.23727827
170_906852,0.99999976,0.9782728,0.9157451,0.87819517,0.75773877,0.4577046,0.20485325,0.16642402,0.12518543,0.08540571
87_1330933,0.99999976,0.97328335,0.9016364,0.78675675,0.66105103,0.5027099,0.3425065,0.20802565,0.13123256,0.120892316
9_1331034,0.99999976,0.97733206,0.8765638,0.83253837,0.6462928,0.5635114,0.38735765,0.18001796,0.101549916,0.093959354
157_907048,0.99999976,0.9667206,0.8645289,0.75189775,0.64208496,0.5357828,0.4248095,0.21388245,0.20515484,0.11755264
173_1240153,0.99999976,0.9702843,0.88081634,0.6853739,0.5387846,0.3745486,0.29048738,0.25868124,0.22598073,0.18532501
157_909262,0.99999976,0.9820204,0.9104381,0.8068976,0.6665082,0.48728126,0.29942074,0.1752582,0.12018563,0.09618515
272_684055,0.99999976,0.9718479,0.9000767,0.7877846,0.5710708,0.42064562,0.26788232,0.13443868,0.11355173,0.10205277
104_1330981,0.99999976,0.9707467,0.8879297,0.7868787,0.68604726,0.5254226,0.34411815,0.27768767,0.27728492,0.25600877
219_910926,0.99999976,0.975834,0.8643328,0.74190843,0.6392796,0.51808965,0.38066748,0.28685564,0.23750293,0.22820249
